"class","tna","c1","c2","c3","m1","m2","m3","n1","n2","n3","p1","p2","p3"
1,-0.308674622188964,60.7371312249925,81.7338338054972,101.776919181812,-67.338664292141,-43.785793800991,-26.3012932537745,-16.5991963325539,2.79656692858393,22.5170441097846,12.8429919180922,32.7490239353918,52.9621362813481
0,-2.13551184862143,63.0032127110477,81.4589077138605,102.564773230261,-64.7297371138614,-45.9527766549875,-23.1282167610194,-17.4467516590392,2.42579313136027,22.6195236060327,13.2030050132854,33.2978293867714,53.5445078202352
0,-5.56596683504491,62.2535950338871,81.5623676100135,102.005543393768,-67.3867143602701,-44.73354709593,-25.7057462722603,-16.556588670223,2.97061547348484,24.4998524596551,12.3628656551218,33.3400663903753,55.7797443584916
0,-0.766852377680927,62.6868065258568,81.8094243611435,103.168357696946,-64.4846885338253,-46.5055444816884,-26.160553919974,-16.3556035734508,2.96153596585836,22.4691425335394,10.943879323787,31.5000091154623,52.4143236828816
1,-0.792865708806991,63.1720799568407,81.6074061295652,101.257710094147,-66.0090064125946,-42.352603912506,-24.9116050745728,-15.833904103618,3.06536368787489,22.5576710626662,11.0672279544383,32.0149685957045,53.1955864168428
1,-0.869365708466546,62.9843868453047,81.4560316750123,102.228703700557,-64.0149769367046,-47.5085518441268,-25.3019195527713,-15.8589865273513,2.86922795739682,23.204757640909,13.1870733706183,33.1005239735462,56.1264552414633
0,-1.22121815840831,62.8614966457137,81.7484389920749,103.051549924324,-65.5749483876967,-46.1670831923847,-23.8080000159411,-16.993425990089,2.80111371609062,22.6630766685007,12.6972818425913,31.5187871725972,54.029611923022
0,-1.31785194003743,64.5466342270589,82.2902680881609,101.309785487562,-65.786561220426,-48.4736586703594,-25.2426583771163,-15.8882641757902,0.547454268836462,22.7578698242648,11.7674267921527,32.5837069645681,54.9622604195213
1,-1.62349477410424,62.8076916144019,81.5530823730436,100.763687625602,-63.8596158380595,-44.8421557862061,-22.8478390780731,-16.5437903126861,2.67059365906236,22.9796878518124,10.584048873017,32.7825703707096,52.1605769483351
0,-1.95630357226553,61.5441838101516,81.5364205674883,101.264208006533,-44.7950355810298,-64.4088314401253,-24.1222647149327,-17.0998996817019,2.9035786089568,22.799591135838,9.55333071604634,30.4312884409391,51.6059807660841
0,-2.11430523311012,61.6623658021706,81.1699457818104,100.840475584794,-65.6178794468698,-46.1343119403831,-24.9794362703003,2.14366037711531,-15.6468058442323,22.6225163951871,11.658060328437,32.9871430928962,52.9948684204052
1,0.742322986678966,81.5841027127393,63.1691417056881,104.180872775361,-65.8189827259266,-46.9045644562071,-24.0242610197649,-17.6554839815319,3.11446908055897,22.6469383135913,11.8683231141453,33.9060256121883,53.653259934334
1,-0.633730116651789,63.4193823808484,82.4326513557656,103.343238348737,-64.5376923509276,-46.8658876926151,-25.5271222537698,-15.2925625023153,0.974170734690554,22.2160080706171,12.9467511790955,33.023023830558,55.3237614120521
1,-1.67966356354061,63.1344308752193,82.1969484810051,102.290765569649,-68.4981929748842,-47.1568994466997,-27.2975687520728,-16.5909414437165,3.50671506467656,23.0237720015289,10.785652157589,32.7579780559177,51.3066469205322
0,0.655359566695567,62.8724179013527,82.8769062685163,102.815502722808,-65.1906722395387,-45.7595852554539,-24.3225581437857,-16.7575997068305,3.02073504219147,22.474793097527,11.540475525626,31.9937942073833,52.8859918385628
1,-0.739298871824027,63.6364294779185,81.7113711358048,103.084671596773,-66.8928424844681,-47.3253440830558,-25.731121330541,-15.0888590657221,2.82979799518252,22.596206023371,12.7865103584654,32.6033948120484,52.0675388782363
0,-2.75954206630986,64.5802329884818,82.4180241257095,102.435035360194,-65.9569653761442,-47.8807847168668,-24.9614400429726,-15.1860840650837,2.86969182811348,22.9198261267927,13.9543969641656,34.5940729790975,55.111106646637
1,0.279563771084499,62.7846754554324,81.5982291206268,103.533550095249,-65.5338497290046,-42.3352241339566,-25.7489747599593,-17.2381238296189,3.15913909807055,22.882059152559,31.0990688776926,12.3857436290602,54.5130266740133
0,-2.42952586888636,61.8579945954714,81.3219962536889,101.774550066351,-67.3219394347337,-47.0838091935936,-28.3950031747266,-16.2700401190659,3.03211579738263,22.5566843013263,10.0575770102234,31.4347506244609,54.6051146479871
0,-3.89359464906818,62.6253081272158,82.6474868424867,101.812114319562,-67.1800867692406,-47.1611065014169,-25.7821790708469,-15.9622240278667,3.07998161767036,22.7582600352948,8.86609751661972,31.2116008314245,50.8507553556804
0,-1.6519327795268,60.2751142298248,80.9197060560169,101.556653920473,-66.2118195508982,-46.1041912124081,-25.38936911068,-16.4291252973689,2.81108600832207,22.4535245932941,10.637605992928,32.4070118700952,53.7048200868571
0,3.63729752985548,62.7445248807527,82.1131596846236,102.494825332603,-68.1967367570568,-46.1500717610564,-26.243741369402,-15.4485980444558,3.55175760938667,22.4904008640621,11.8082828701506,31.9796378855641,51.9441280302213
1,-1.90201716834165,63.4346190418523,82.8225550805734,102.455325787017,-45.4955455698897,-62.9795219297118,-23.4753386850812,-15.6540293267105,3.19162919743069,22.8474624862702,11.0323087474435,32.6565312901128,50.6598166580658
0,-0.736633432908529,64.0636298076581,82.0269172442573,101.336684208394,-47.0128111216366,-65.3749311816399,-23.8968829148124,-15.0042966059456,2.32585456689381,22.6949173029352,11.7397957570861,32.6734566764922,50.7579745149612
0,-2.67787703242058,62.9378617941345,82.6715278387639,101.483423686775,-66.1174575261824,-45.3965427117705,-24.4326570257055,-15.2334155156661,3.9340089455673,22.9271750151905,10.6987213573361,30.0952669400375,51.9654272570905
1,0.606117663479409,66.3298081312494,82.6638215285294,103.459626451052,-66.6824101137079,-46.8771284814482,-27.0338062540632,-16.7352483416715,6.81055615781023,22.2870688597034,11.7905084693182,32.3193497151929,55.8518588734315
0,-1.04676748673187,82.0114985002718,64.6772084254835,103.075358595209,-65.5586909274109,-46.9525412655746,-24.4263029545367,-16.9415865772139,2.99503436395829,22.6069494169859,13.4623273476019,32.3926707812415,57.1298649723291
0,-8.23311156264921,63.5149650222439,81.6551796474502,103.143197519884,-69.3411424111083,-27.3523888098221,-46.2867171820125,-15.3960224757455,2.98093461645471,23.9344370266944,8.91018552035909,29.2180886863363,51.9695155830507
1,0.563436248451179,62.0432712942064,82.8053081944305,103.300282245666,-66.9091189138441,-45.8917040270149,-26.4178631520569,-15.8959615148225,3.19361307128863,22.727625670734,12.4861810544252,32.0921232938041,53.313291528975
0,1.42317822940175,64.8300353386403,103.486103799654,83.1484806621761,-66.6382088366143,-46.0232034619317,-24.7077696533702,-15.5090106985244,0.425952000041005,22.7767349327812,12.2711286724536,33.4138620625626,53.6028707821368
0,-2.13860970265602,63.0969895167722,82.0740845329319,102.174436047709,-66.0087124608243,-45.9603873185833,-25.265899207869,-16.1173321536174,2.65211627808473,22.7802832178593,12.3622846450733,32.2870197688358,53.4418967308219
1,0.952121273530315,63.2315162035486,81.578126817657,102.696024361345,-64.7019385619697,-46.3716408849502,-23.7916024415386,-16.4478293856338,0.876425042078259,22.8110698032571,12.2470373186424,32.1012109060667,53.0710758708719
1,-0.123984079816998,63.3726524619217,82.1217652154126,104.366305834095,-66.2433154769057,-45.0811913016764,-24.4295031729421,-18.2016643955113,2.68468620295975,22.9085353259707,14.0635856648217,33.7258660949785,54.208042620089
1,-0.767077768829537,62.2278885846534,81.1982806685154,101.238354753146,-65.3072036258918,-46.4796726200546,-24.609494239576,2.98615744075615,-14.6082497810735,23.0732672232005,14.0984384807735,32.7140984940679,55.0987095082941
0,-3.16940290827223,59.9233162848805,81.8591741361429,102.610254765762,-65.3997529117421,-46.7612618184663,-25.2467295647127,-16.7557844358854,3.92648859717658,22.838172287212,10.1046795542083,32.6301945935689,53.5367211643556
0,-1.56468785116529,63.0004652342727,82.9583433207346,103.376461359477,-66.500798089205,-46.2926011454404,-27.3179617479617,-16.2831769082607,4.58198406803954,22.643267469294,13.8894982353261,32.3393716483441,55.4214472574902
0,-5.11440560324609,63.1446981267049,82.1283312559243,101.553625968689,-65.5311890339455,-46.172493625166,-24.9536302984183,-12.1611996077564,3.05836738977481,22.9442126194462,14.4950733959105,33.4897012818166,54.0799634121766
0,6.16768335315177,62.2580702936397,81.5158651814759,103.430256788851,-63.5527029907142,-46.0759976770344,-22.6380997898369,-13.7434904640219,2.95622698235071,23.9772518531559,11.7687048860363,32.054929738406,54.3199046895048
1,-0.633433363513007,66.7562662648812,82.9051689120933,103.466198875902,-67.0582339627317,-46.3644255377121,-25.0759291276814,-16.5456051656789,2.67314588767612,23.1116408715727,12.0581110638324,31.8916670352411,50.8314598222465
1,0.180096860383217,63.8623793291586,85.0836091273069,102.379744930617,-64.2120530082382,-48.0367508142959,-22.7267293214727,-16.780309720582,3.03964369678967,22.715093682764,12.3729187707367,32.2611321287932,53.7418121339481
0,-0.441051183485139,66.0907346597335,82.5832662493494,102.907058043994,-65.1058397488102,-46.9798697304464,-24.9474233210224,-16.1296319358563,1.68893455080616,23.0201087362232,11.6731492244437,32.2986922216126,54.2341760245234
1,3.2974737404044,65.9474926144688,83.2353842731413,103.9463680513,-64.7980231990172,-46.2311995301977,-24.5277042361901,-21.7220141633495,2.34060750481466,24.6518995039388,12.4853675678848,33.7346361782944,54.6934011866431
0,-0.652173929869356,62.9722306246266,81.4243979077762,103.643877370631,-65.7683826094627,-46.42020085381,-27.1832576256214,-17.5180883811565,3.78429019333662,22.8909684498042,12.1306086300715,32.1380219434372,54.5188253282895
1,-0.739806059544811,63.3976784673788,81.8830217840825,102.484948285318,-64.3043521436056,-46.4877198449868,-23.4122146232355,-15.0746396431507,2.69511386321494,22.3426392888236,12.8502730203771,32.2719463580979,53.8380923932726
0,1.71264612586298,63.9007395116806,82.0734196515628,102.22911688798,-65.4402175214795,-46.5421815375835,-23.814126892032,-15.2738284276155,3.53952185568636,22.5379486247105,12.0651064183862,33.6736214075273,53.8270603416963
0,-2.77152157068108,63.1465518952406,82.0177381695197,101.748933390736,-64.6310066955606,-43.3580118321925,-24.2570524858858,-17.0791726463841,2.93191170298709,22.3178458491964,14.2858376824352,32.449182488692,52.7616729043894
1,-0.640407242538634,63.5989432329938,81.8418662045607,102.81718886764,-67.0846534964708,-46.1961199131198,-25.7379872550902,-16.2105196667835,3.58493237728326,20.8700024516541,15.0095063851139,33.9550240126212,52.0340788848077
0,-0.0678465171754961,82.5130824681674,63.6585811418161,105.584228513006,-44.9676452625536,-65.2045312770882,-26.4267926267177,-15.9462449793363,2.84808670293886,22.8468100762472,12.9567435538922,33.2003472168373,54.4634524397898
0,-0.895371045638556,62.9627964511514,82.7397219003324,102.977784950878,-45.9341375712971,-66.8366703734,-25.4944866768338,-16.2985291885876,2.87428370504996,22.9173971261639,14.1715224094588,34.3601850004388,55.166998013175
1,1.09641154772619,65.1403159509397,102.117180907696,82.983487623224,-66.643694662478,-46.4926187335727,-25.2485857128116,-15.3688813109197,2.68315003008833,23.2976188819193,11.2217841842895,33.2413515328818,53.290864530764
0,0.102759406230911,82.5425995334916,63.0514281201015,102.965150435136,-65.22281652142,-46.2062723861147,-25.2767496198045,-16.2749895479738,3.24250655672964,22.3377873837602,12.7910635865267,33.0630197975015,55.0486682775999
1,-0.157535058289475,61.1399210240741,81.0278858506399,101.846478569713,-46.9845092330285,-66.2625476783124,-25.4108831905625,2.75555938274629,-15.8982260938015,20.1896674545137,11.1430460735591,31.4946671912067,52.4382244932825
0,-0.402860641339302,63.2501319317077,82.033395006582,102.846798119138,-65.7872647867263,-47.8701708523416,-25.7317193101525,-15.3474190434803,1.42702169020872,22.4592444066794,12.0640069186066,32.1251412642044,55.2415066549149
0,6.06061412261008,59.9194269374744,83.4973210994265,102.02589660633,-64.2055517045846,-47.4706059603955,-23.5437376970269,-14.460980163684,0.15982707643668,25.0997196824938,13.2020365087343,33.045697380453,54.0353791227758
0,-1.69134256993523,63.1879865328606,82.4224036239906,102.345622571536,-65.8747123728318,-45.9809487916032,-24.2464674476321,-16.5916138459972,2.91686175337573,22.6183907069713,10.210351602582,32.7812546603339,53.9117601959702
1,3.70753862844526,63.2475472812702,82.0262734671994,102.259599544226,-64.7833909406063,-45.9911802958031,-23.5102319613366,-16.0089988234149,3.01407745981451,25.7218276767088,11.9293484776815,32.283347521729,53.3349158346852
0,-4.74447744229244,63.4699872530198,83.0151730666403,101.957230298486,-66.4985588054592,-47.3970791762902,-25.7844842438016,-15.950797727424,2.79076818810196,22.7915482299224,8.18942744616356,30.8053356307309,50.1745679731192
0,1.49778741986731,62.9017562058663,82.1106785939701,102.634216034663,-64.0393726512459,-44.6484027448495,-24.6376164001704,-17.143331592618,2.9774323381484,23.355247594442,10.3938623602637,31.8996162430208,52.54394300724
1,0.355442230171824,61.8647314987628,81.5437255235255,103.308619156897,-65.2449741994181,-44.9209480908461,-24.1002002603623,-15.5859793540909,2.67099850045125,23.621160429132,12.7204384074602,32.0530078874051,56.161136127617
0,-2.25856163905765,63.1389397598447,82.6604708032835,103.139578393093,-65.6678775021331,-45.4679836782715,-23.9845550392426,-16.9111885947102,1.57470420572808,22.9129209517943,14.8450317793122,33.4096676479327,55.3063814513285
0,-1.29666877203057,81.427041335924,62.9376320151311,101.913614963058,-64.646897110187,-45.8829118091919,-23.9743297902793,-16.3032787722035,3.01562112781844,22.5175842655816,12.4369564448901,32.7301708704391,54.7942468268068
1,-0.0537707564464678,62.6258305777655,103.459900457269,82.7783019981737,-65.7637403233807,-46.5523119599316,-24.4712539735941,-14.6242118103223,4.74396721110404,22.4035751070056,11.1882814690906,31.3200003247859,53.797901725939
0,-3.76187847451874,61.11628260836,99.7765789759038,80.9330928468574,-65.5476940526293,-45.578030309143,-26.7277816547384,-16.1384339523946,3.63247291023694,22.9265094846004,12.7785678629633,32.8737727178085,54.4596431562842
1,0.406161384842759,64.1127804704438,82.4186353303858,102.316098444074,-64.5662744155842,-46.1962731343541,-22.9906499990774,-15.8249306355256,22.8839071171324,3.01477662114001,12.5512439800984,32.9022657616758,49.3929925754719
0,-4.09593285505367,60.3110628911651,80.5550049304041,101.921597060921,-64.5108511400859,-47.9980864489077,-23.9966533547615,-16.4297893692903,2.87121991649639,22.5339263963117,13.5079286653598,32.5276553060157,55.1408383430808
0,-13.3415879814693,62.8058936748086,81.5537051213047,100.863337536977,-65.8837454719088,-46.0860956473145,-27.3800700904119,-16.2152847098454,2.9050866288057,22.8687563762263,17.6920179598591,57.3240195066799,34.1069347983654
0,-1.73190685768979,61.0647408680707,80.7946042086646,101.975802605559,-65.9821189906995,-45.7232327465266,-24.2830683534658,-15.9771567386599,2.21353940779976,22.8783360511219,13.3602912575383,33.3991110422603,54.0837776310937
0,-1.25096161175472,62.421016518455,82.8898432974604,102.195153924597,-66.5390462903645,-47.7020739709679,-25.1335269173324,-17.8619319379365,2.79909026906794,22.9006152298086,9.8764207360439,31.6766160180369,51.1541151369558
1,1.13132862504601,63.0003476833625,81.8124319796179,102.724708216803,-64.7683903348178,-45.7993632773834,-23.493528790267,-16.9943755255155,2.9748261585021,24.5520429252966,11.4427323288608,31.4599522226902,52.7078476484435
0,-2.45241377523901,62.5991790454418,81.288250511009,101.174490199019,-65.8528759120854,-45.3300939162131,-24.4415730372772,-16.8569085423081,2.83659202803635,23.6329535657961,9.51883851769278,31.3840894763048,52.7457642963941
1,1.78523049355498,62.6087865963247,81.4835402824147,102.332953472584,-68.3814623439548,-48.3209978840394,-26.7159142098338,-15.7511670972142,2.25768376239052,21.9600777257717,14.8157412066825,32.1685586389753,57.3267659876007
0,-2.22432500992093,62.8654764239416,81.7067793585859,102.495943159139,-65.2967104488936,-46.3332092674349,-24.3649358885871,-16.4152954087283,2.8840195926857,22.994994021069,13.5813643942018,33.1177776855729,55.6873459569341
0,0.956324633723887,62.2752229424061,81.5508807609869,103.014734299648,-65.6006723211998,-42.5546600319208,-24.9703146893952,-15.9091562739603,3.04388924633027,22.8257632195806,11.7131007592264,31.7319450678823,53.5628566243123
1,0.560173146862478,62.9448775638876,81.4962717882092,102.840654724701,-65.683480803411,-27.3738958347173,-47.5149665362678,-14.1007876036812,3.73965463482935,22.3213976524007,12.0765216506017,31.4709557667685,54.1554595911195
0,-1.2161740562903,63.6840888629401,103.068086056067,81.6844757833282,-64.9487357389655,-45.7822454131167,-26.8518265673867,-15.998060229247,22.5628854983526,2.57271014975662,11.6392269001511,31.4671180714313,50.6600381099526
0,-1.56984381141462,65.0009399204412,102.826960155879,84.4616261221779,-67.1138496887526,-46.9669564332394,-27.020637707623,-16.8007042978539,3.01691297867126,22.671009385698,14.229923641711,33.0839634352412,56.1603651236783
0,-3.59752312240382,61.0991920524309,80.9080264511729,103.74933812407,-67.5216906888249,-46.1089762012712,-25.5731450141012,-15.5660114495705,3.12145978275843,23.2534010059621,8.77024514503749,30.1399809848198,51.0887646528524
1,-0.843737966712961,65.6243455207924,83.3572191819493,102.953775088361,-63.4970286158786,-45.7543747803306,-22.2619852971348,-16.9262620310581,3.08163676568515,22.8157023842039,10.4303111160098,29.9894513159453,54.4720231184438
1,1.00359279698605,62.7233179594587,84.4376157348271,101.820777837256,-68.6831168091179,-47.0694746686898,-26.6680492795592,-17.1271794644771,22.565605229855,-0.85955277041787,11.0037507700228,31.2304983212225,51.6354887886252
0,-2.06980388890317,62.8349220968332,81.5481816428475,100.91382452905,-64.9353647975608,-46.9558257168929,-26.7768123452951,-15.0304216932498,2.25695014311092,22.8639361112993,11.3228792348989,31.6305150596917,52.7746458380511
1,-0.116335724769326,62.5409709950476,81.9033672009075,101.407854277562,-46.4075059252058,-23.8893539216497,-63.9632464378018,-15.7907549533319,3.04341902557571,23.4470465568513,11.7264477267695,32.7492390004338,54.7594418086844
0,-2.32572725930977,63.2752095729712,81.8684007968659,102.969487304664,-65.0475722676287,-46.1856609759605,-24.8673086450643,-16.2612026830937,2.89941148098236,22.7620243263447,14.8793103004817,33.3802259819531,56.2937211135098
1,-0.783516602380623,62.5686830785285,81.9134514673745,102.62433338669,-66.8001320111398,-46.7888999089891,-25.0165651691392,-16.7815446980264,2.6533701332771,22.7129679894247,12.5452698907869,31.8785406341528,53.4813833385949
0,1.63852951971169,63.0586583746746,82.3764639147557,103.546283609642,-64.9068738981644,-46.4255411565301,-23.3775488855026,-16.4119472167186,3.02688583334791,22.5796071507225,11.7271461781831,32.3272206226297,51.9033117255867
0,2.10112958511603,63.0366409305446,81.5275360710923,102.664131942348,-65.5919927065239,-46.2548920346147,-24.4402474546902,-17.2398176889399,3.17956021564861,22.5515179262789,12.2798318525459,32.8659075386498,51.2552442794131
1,0.330408201267591,63.3165768132828,81.9818762137869,101.791776074169,-66.7335649496309,-44.1126297040758,-24.8267101496616,-17.0246623791092,2.84079520274605,22.7349935777505,14.2470661109468,32.1879724237034,54.5464545499647
1,-0.664657793094806,63.7396263764168,81.966817772388,103.053194344894,-64.1758900730294,-44.693113770498,-22.7741010843006,-15.3512417561355,2.70226642234275,21.7704814957642,11.9355327950725,32.3306347578118,53.7278394247778
1,-0.210430775614228,60.219395035787,80.5963398302003,102.767805317805,-65.6044102080946,-44.4575272278935,-24.4785305849587,-15.9383577652674,2.76258158984353,22.887578122023,12.5357685936254,33.2434422170489,53.8790852749925
1,-0.795190617316322,62.4955927700409,82.1035641490347,102.372091457762,-45.8270031542948,-66.9126099813941,-25.6471285453053,2.68884833426198,-15.5037243097043,23.1924508218629,11.5895062782157,32.4314629399891,53.04502177122
0,-1.44078603933579,63.6428638574111,81.7565111869304,103.209475296677,-64.5353280621543,-47.2819543472164,-23.7917968760386,-17.9922445240953,2.33190025358555,22.8652291756588,13.3626424393955,54.0931607813011,32.3141706346346
1,2.03253577562576,62.4584679094248,82.2880870453858,101.508051037753,-61.4061484139047,-45.9140755692894,-21.0158007434902,-17.2858909172266,3.32738051753456,23.2367031857927,12.263051536962,31.1956981486729,54.3970204011194
1,-0.948322964099674,62.9251268452209,81.5113616147648,102.432163193565,-65.2276355526471,-45.6339203463104,-24.8197488485551,-16.7724050482257,3.63761373718708,22.1621746832179,10.8919423735036,30.3852260220759,54.2898239527835
0,-4.35129130800448,62.3057162218456,82.3613834176649,102.162406360592,-65.1798577882357,-47.1396095763475,-23.9158452732389,-16.3140249852229,3.95908970890408,22.5210579061452,8.87760540621431,31.0268195445452,49.8934486045282
0,-0.718752074866696,63.4016514291451,82.7492286583913,101.872920690144,-66.0486222418124,-45.5504402768145,-24.2296975802839,-17.7611763884065,3.76291248741091,22.9479747652592,11.9467856882335,31.3975117787441,52.7486029033127
1,0.597394137245146,65.1076584296296,82.9688818465914,105.522248976288,-65.1008547395548,-46.2470599587843,-23.4351059778776,-15.9776157818633,2.9782302080078,22.3543999596812,12.3995455215032,32.0097972075394,53.8973616297209
1,0.133761318786665,62.8717539972754,82.7144671803952,101.634402970586,-65.6683205033737,-45.643997896002,-23.9058600230858,-15.2252422448372,2.93038709555464,22.2687840375911,11.8230325307168,33.0205594113818,53.0601772826275
1,0.208852188022996,62.5239498033375,81.4001353747512,103.094018627353,-67.6207049175333,-46.6597003096142,-25.747052932361,-13.9488558506794,3.15114178813818,22.9702741623846,31.5696292535058,11.0756696613267,53.8852509031064
0,-3.24027098071375,63.0962280138195,81.5065856375331,101.603944351722,-67.3153774347928,-47.3347110632891,-25.7022497439054,-17.0666879132139,3.09572416369437,22.9127972136892,14.7895074551002,34.2696445485077,53.8158220484487
0,-8.14167343982761,63.0012685248383,82.0724340559849,103.532968117826,-63.6916645107009,-45.2583727843415,-26.0564084792365,-16.2794751263003,2.86639601206464,22.8007844825993,6.67871611117272,30.3022481230956,51.5435861856579
0,-6.93556447651163,57.8403493244499,79.9634154347932,100.938141958891,-63.9050780172525,-47.5450784885725,-23.7053890400954,-16.3945976916895,2.99830636876506,23.3747003597503,7.52642679048754,30.1167699288931,52.8104385718272
1,0.193781365555406,61.6264643124156,81.0277548005874,102.700973822728,-65.4095447026315,-44.3945496318705,-24.0038865917432,-15.7433400069402,2.7037310537217,22.3691806682902,11.3625662674931,31.7396284553152,55.9335877098155
1,1.12157112588316,62.8416497296945,83.5907696913214,102.708361832719,-65.7288500920036,-24.5093189708029,-46.8973800722833,-16.0693429415251,3.01585360717816,22.6978964420933,11.9169089434709,31.3764321945816,54.5539112399836
0,-1.64203677898712,62.8644479574733,82.6844384824223,101.783216720774,-64.0825173953248,-46.4226075857972,-22.8215706802076,-16.0871345743365,3.14179405416388,22.9684071261836,11.028185499063,31.4690234785321,53.6784915404639
0,-1.01011888178709,59.690660618163,80.4977239580181,100.826988964662,-65.9659863224581,-44.1588328609577,-25.0212467973461,-16.3500584504455,3.03348904318013,22.8139914793609,10.9843698543387,32.6399075720834,52.4066066870658
1,-0.953534434810945,66.1581266450978,82.9419625903449,104.407521295982,-66.6392360590292,-26.9593303330684,-44.3811559663768,-15.8316374287598,2.30967297860709,22.8163286180073,13.9837479038603,32.6190577703451,54.9142478021469
0,-2.75778050375005,62.4739979330834,81.5890065884806,102.285515578121,-63.6971509084437,-45.4979342196358,-22.3457084438742,-16.5743273713597,3.03814213738312,23.1324473413939,14.4364390470444,32.5960734057347,53.8853808417701
1,-0.280949222065315,63.2353512582158,83.1790171585848,102.864742978913,-64.6433264140829,-45.8758853962882,-23.2771160980733,-16.3752615197802,2.88464539281925,22.1601037508996,12.8209470793149,32.3532496611423,53.2415249590653
1,0.428629508000281,64.2816123242276,82.4258932235143,102.922727402358,-65.1161958827715,-23.6265640960944,-46.6380738188524,-17.6131522837098,2.87874921119407,22.67734497463,12.7366670537389,30.962318567191,52.7522466722981
0,1.85951402607862,62.5970754300521,81.8573183310923,102.665223348679,-66.7768616868932,-45.7811835225175,-25.2658159656332,-16.2860043168056,5.12728713881179,22.6005235244481,10.3019401129794,31.4583489569524,50.250322327996
1,0.156036769237433,61.2328552023519,100.449883633867,80.9911181717215,-63.9955015130758,-47.754376648855,-23.4332319373166,-16.5127565887171,3.23377913265835,23.3153485389051,12.5702221179179,57.2181990469137,33.255481817112
0,-6.16024914854476,65.4862246185887,82.7889275338242,103.006162833282,-66.8014518049539,-46.2562038074118,-24.9317221006031,-15.7133225811673,3.4610254092279,22.8620708459748,7.86835315478218,32.057676280186,50.3306083710148
0,-1.04698125852604,61.4079545929325,80.8749692604452,102.614902796216,-67.1309169705704,-46.3555719812374,-25.7688557707419,-15.9451982035403,2.98130918147305,22.8193373148629,13.616229507751,33.6463332950692,53.8686492921454
0,-3.00324169815585,62.6346824696332,81.5694191322425,102.879292101059,-43.7469576940716,-66.3401784815409,-25.526709995104,-15.988111708385,22.4350900435071,2.84179766040253,8.98612110207184,30.8590635933447,51.7461158218545
0,0.958795014214735,63.8418424913927,82.5813151998608,102.935104157802,-65.7608936936813,-46.10642219037,-25.6637893043893,-16.6709804688422,3.69268644242951,22.9444939880354,12.0811086450408,31.8925279831593,53.9053555349616
0,-3.08167379230548,60.2731582466669,80.7540615231296,98.6896302037041,-65.7705141053408,-45.2552233997033,-25.7915296376111,-16.202243299452,3.14586202534424,22.3088369351477,13.1419250153383,32.9703663716811,56.8651629965267
0,0.929827244835396,63.2283904755217,81.5755071928078,101.811444828821,-65.89386903352,-46.7605516639482,-24.6715946973489,-20.0165307813934,2.31544288060085,22.7155551404009,11.8339282765564,32.1164583522184,53.5802268515988
1,-0.435898873877409,66.0948445577981,84.5241003019658,103.208048113796,-68.2141490216572,-43.6574306267028,-26.2133198078995,-16.2299013915145,3.05091267297152,23.2718249593984,12.9133210215384,32.407976675552,52.886418551499
0,2.30531176512768,63.000937613442,81.6190530697575,103.430616679051,-65.817934671154,-44.0452206280045,-24.3997687449887,-16.246767884483,2.93421495768345,22.8337344448888,12.0478774061771,32.1247594549557,53.8252578181545
0,-1.76515301740577,62.2738412623171,81.2342998201669,102.104907793428,-65.0750946795646,-47.4503090779137,-23.8859338108109,-17.4586750181067,1.44821396296986,22.9240879115821,13.4725483811677,32.0773426873981,56.4420239249714
0,-1.67052257265146,62.3700453130203,84.1303568736715,100.349291217549,-66.7957087952023,-46.4124079919559,-25.7842827444312,1.24407997029374,-14.8710226196747,22.9839372752006,12.8663025729337,34.1199564158367,53.7631336592156
1,-0.132935971187775,66.08808860156,82.8687503096868,103.416406655095,-67.8197580915989,-46.0331833078753,-25.6980876635142,-16.309453251374,2.88154110470454,22.7872164425688,12.8752820719563,54.2094191278284,31.4414916949977
0,-0.702735738591802,63.1260748096115,82.5433813824379,102.589441954173,-66.1660499224824,-42.2534392304032,-25.1317527833359,-15.3345977952775,3.11949136048604,22.9210186345133,14.0012672467863,32.4508588543353,56.1579559163749
1,1.10089472513963,64.2144066720407,82.6351216068388,103.643757964686,-65.676492426549,-46.7773957758542,-25.4729996262648,-16.7642248869578,22.8152710162958,3.04734701774944,11.0600420951716,32.9390127296026,52.65624376613
0,-2.3463433596193,64.3415930865327,82.1052140540581,102.818603767351,-66.5033938187984,-46.6183878134051,-24.7384839496137,-15.951205772514,2.75459006677477,23.0315163931521,12.4225206666425,34.1741606659275,52.5694312246177
0,-1.11822663429379,64.1600064863998,82.7449998863794,102.682460350945,-65.7406086061263,-45.5556330232503,-24.3679658903005,-16.0026178363312,2.48569356877905,23.255638866582,12.3118549132463,53.5770230131908,32.3451775805732
0,-2.64632372840712,63.0641006597571,83.5300500651041,103.343496529574,-67.6522093551526,-44.6846961659205,-26.7195547115618,-15.765513727684,2.92478763253584,23.2987422392238,10.1561250662496,32.2893488032457,51.3956418768002
0,-2.12918118923047,62.1946086979,81.3787598218142,102.759005185005,-65.3022689290258,-46.6989826049865,-25.6735328233557,2.77810345659665,-16.100818018373,22.2518176946615,11.3451236806175,30.9026286810485,52.1576161087934
1,-1.09892907809599,63.0056180712385,81.4940652187477,102.063327433137,-66.2725659319268,-46.669261164021,-28.0733576042555,-15.7040405035729,-0.847044448944787,23.4717541433322,11.9921387656261,32.4419144313196,54.5394554762341
